식품명,에너지(㎉),탄수화물(g),단백질(g),지방(g)
레즌 스콘 (90g당),330,0,11,0
오리지널 스콘 (90g당),335,0,11,0
멜팅치즈 깜파뉴 토스트 (131g당),300,0,33,0
투썸뉴트리션바 (30g당),125,0,6,0
오렌지쇼콜라파운드 (88g당),315,0,7,0
TWG밀크티파운드 (69g당),255,0,5,0
햄&치즈 퀘사디아 (197g당),465,0,49,0
쇼콜라 쿠키 (100g당),535,0,15,0
크랜베리 쿠키 (90g당),455,0,9,0
화이트 버터 쿠키 (85g당),420,0,7,0
페스토 햄치즈 파니니 (186g당),535,0,44,0
멕시칸 파니니 (218g당),550,0,49,0
크로크무슈 (155g당),415,0,44,0
스윗버터 토스트 (90g당),265,0,9,0
스윗버터 토스트 위드베리 (109g당),276,0,9,0
바비큐 치킨 파니니 (271g당),590,0,78,0
더블초콜릿머핀 (120g당),495,0,11,0
라즈베리초코칩머핀 (125g당),460,0,11,0
오리지널블루베리머핀 (120g당),470,0,11,0
다크초콜릿쿠키 (67g당),190,0,4,0
피넛버터쿠키 (67g당),175,0,5,0
후무스&베지스틱 (302g당),126,0,16,0
쉬림프 그릭 샐러드 (191g당),171,0,20,0
쉬림프 콥 샐러드 (227g당),205,0,38,0
아보카도 콥 샐러드 (252g당),250,0,39,0
카프레제 샐러드 (212g당),175,0,20,0
허브치킨 가든샐러드 (222g당),180,0,29,0
B.E.L.T 샌드위치 (264g당),585,0,47,0
그릴드치킨 시저샐러드 (177g당),235,0,38,0
건강한컵 리프레쉬 (150g당),75,0,1,0
사이드 샐러드 (72g당),20,0,2,0
토마토 모짜렐라 (210g당),465,0,44,0
스트로베리 시트론 샐러드 (112g당),70,0,2,0
레몬치킨클럽 (288g당),710,0,64,0
카프레제 발사믹 샐러드 (116g당),170,0,7,0
토마토 베이컨 블루밍브레드 (96g당),245,0,22,0
6치즈 블루밍브레드 (94g당),300,0,25,0
리코타치즈올리브 샐러드 (185g당),120,0,7,0
화이트 포레스트 생크림 (637g당),1785,0,42,0
모어 댄 쿠키 앤 크림 2호 (1273g당),3125,0,42,0
스트로베리 초콜릿 생크림 (721g당),1550,0,47,0
모어 댄 쿠키 앤 크림 1호 (880g당),2110,0,27,0
딸기 생크림 (716g당),1760,0,38,0
마스카포네 티라미수 (708g당),2025,0,71,0
마스카포네 생크림(믹스드베리) (1044g당),2620,0,38,0
마스카포나 생크림(천도복숭아) (1055g당),3255,0,38,0
마스카포나 생크림(자몽/오렌지) (1025g당),2610,0,40,0
레드 벨벳 (828g당),2050,0,41,0
뉴욕 치즈 (840g당),2545,0,70,0
그뤼에르 치즈 무스 (703g당),2475,0,60,0
퀸즈 캐롯 (828g당),2640,0,65,0
벨지안 멜팅 가나슈 (893g당),3250,0,76,0
비 마이 스트로베리 (737g당),1990,0,45,0
비 마이 민트 (775g당),2470,0,76,0
리얼 생크림 2호 (1054g당),2630,0,60,0
블랙 벨벳 (843g당),2935,0,61,0
카푸치노 생크림 (723g당),2005,0,44,0
러브 시그널 (504g당),1525,0,43,0
바닐라 크렘 브륄레 (794g당),1920,0,76,0
로즈베리 생크림 (466g당),1325,0,32,0
TWG 밀크티 쉬폰 (636g당),1975,0,49,0
더치 솔티드 카라멜 (643g당),2275,0,61,0
까망베르 치즈 (461g당),1815,0,56,0
요거 생크림 1호 (608g당),1310,0,34,0
믹스드베리 초콜릿 생크림 (635g당),1575,0,45,0
요거 생크림 2호 (887g당),1920,0,49,0
트리플 초콜릿 무스 (663g당),2180,0,54,0
블랙 포레스트 (557g당),1900,0,29,0
클래식 가토 (522g당),1355,0,44,0
초코 쉬폰 (635g당),2085,0,60,0
장미 요거 생크림 (529g당),1470,0,41,0
블루베리 쉬폰 (837g당),2065,0,49,0
스트로베리 초콜릿 생크림 파티팩 (1278g당),3690,0,84,0
프렌지 허니 크레이프 파티팩 (966g당),2880,0,78,0
생크림 피칸 타르트 (791g당),3105,0,80,0
딸기 레어 치즈 파티팩 (978g당),2730,0,78,0
아이스박스 파티팩 (1140g당),4650,0,84,0
티라미수 파티팩 (864g당),2850,0,90,0
요거하트 (687g당),1695,0,49,0
에스프레소 (20mL당),7,0,0,0
에스프레소 도피오 (40mL당),14,0,0,0
에스프레소 마끼아또 (50mL당),24,0,1,0
오르조 (326mL당),295,0,8,0
로마노S (167mL당),123,0,4,0
로마노R (311mL당),264,0,7,0
비체린 (196mL당),262,0,6,0
아포가또 (121mL당),144,0,3,0
모카포트 아포가또 (150mL당),162,0,4,0
샤케라또 (470mL당),16,0,1,0
아이스 오리지널드립커피R (350mL당),53,0,3,0
아이스 오리지널드립커피L (460mL당),68,0,4,0
아이스 아메리카노R (370mL당),11,0,0,0
아이스 아메리카노L (470mL당),16,0,1,0
아이스 카페라떼R (370mL당),121,0,5,0
아이스 카페라떼L (470mL당),138,0,6,0
아이스 카라멜라떼 마끼아또R (390mL당),201,0,5,0
아이스 카라멜라떼 마끼아또L (490mL당),235,0,6,0
아이스 바닐라라떼 마끼아또R (385mL당),181,0,5,0
아이스 바닐라라떼 마끼아또L (500mL당),215,0,6,0
아이스 화이트초콜릿라떼 마끼아또R (390mL당),188,0,5,0
아이스 화이트초콜릿라떼 마끼아또L (510mL당),239,0,6,0
아이스 카페모카R (386mL당),257,0,6,0
아이스 카페모카L (501mL당),327,0,7,0
콜드브루 라떼 (360mL당),80,0,4,0
콜드브루 아메리카노 (360mL당),11,0,1,0
니트로 콜드브루 (360mL당),12,0,0,0
오리지널 드립커피R (300mL당),40,0,3,0
오리지널 드립커피L (400mL당),56,0,3,0
아메리카노R (300mL당),14,0,1,0
아메리카노L (380mL당),16,0,1,0
카페라떼R (270mL당),175,0,7,0
카페라떼L (360mL당),231,0,10,0
카푸치노 (280mL당),159,0,7,0
헤이즐넛 카푸치노 (305mL당),182,0,7,0
카라멜 라떼 마끼아또R (295mL당),229,0,7,0
카라멜 라떼 마끼아또L (385mL당),300,0,9,0
바닐라 라떼 마끼아또R (285mL당),187,0,6,0
바닐라 라떼 마끼아또L (375mL당),257,0,8,0
화이트초콜릿 라떼마끼아또R (295mL당),222,0,7,0
화이트초콜릿 라떼마끼아또L (405mL당),285,0,9,0
카페모카R (261mL당),267,0,6,0
카페모카L (366mL당),343,0,9,0
마녀 그라니따 (374mL당),558,0,7,0
제주 감귤 패션 프룻 주스(HOT) (292mL당),214,0,0,0
제주 감귤 패션 프룻 주스(ICED) (362mL당),148,0,0,0
제주 선셋 감귤 크러쉬(ICED) (406mL당),249,0,0,0
머스캣 민트 티 토닉 (465mL당),157,0,0,0
패션 망고 티 펀치(HOT) (289mL당),124,0,0,0
패션 망고 티 펀치(ICED) (375mL당),107,0,0,0
하동 말차 펌 크림티(ICED) (380mL당),356,0,6,0
하동 말차 펌 크림티(HOT) (310mL당),401,0,8,0
토로네 라떼(HOT) (323mL당),410,0,8,0
토로네 라떼(ICED) (373mL당),296,0,6,0
흑당 펄 밀크 그라니따 (430mL당),435,0,5,0
흑당 펄 콜드브루 라떼 (390mL당),263,0,4,0
흑당 펄 라떼R (360mL당),260,0,4,0
흑당 펄 밀크티R (350mL당),206,0,2,0
코코넛 콜드브루 라떼 (280mL당),212,0,1,0
연유 콜드브루 플로트 (410mL당),280,0,8,0
치즈 수플레 미니케익 (150g당),370,0,7,0
더블 프로마쥬 케익 (110g당),360,0,7,0
리얼 다크 타르트 (120g당),510,0,7,0
까사링고 레몬 (150g당),360,0,5,0
까사링고 티라미수 (120g당),340,0,6,0
수플레 치즈케익 (75g당),230,0,5,0
초코 밀크푸딩무스 (92g당),320,0,4,0
리치 가나슈 케익 (190g당),700,0,9,0
오리지널 티라미수 컵 (80g당),220,0,5,0
레드벨벳 케익 (150g당),420,0,6,0
스윗 마운틴 (95g당),210,0,3,0
쇼콜라 스퀘어 (105g당),370,0,4,0
스트로베리 스퀘어 (90g당),240,0,3,0
레몬 크레이프 (100g당),215,0,6,0
딸기 크레이프 (85g당),190,0,3,0
티라미수 크레이프 (95g당),285,0,5,0
블랙쿠키 치즈케익 (135g당),525,0,6,0
스트로베리 그라니따 (461mL당),355,0,2,0
복숭아 그라니따 (431mL당),302,0,2,0
레몬 민트 그라니따 (430mL당),279,0,2,0
그린티 그라니따 (400mL당),314,0,7,0
망고 요거트 그라니따 (440mL당),323,0,2,0
플레인 요거트 그라니따 (480mL당),645,0,8,0
스트로베리 요거트 그라니따 (500mL당),422,0,7,0
블루베리 요거트 그라니따 (480mL당),410,0,6,0
자바칩 민트 그라니따 (410mL당),430,0,0,0
에스프레소 콘파나 그라니따 (351mL당),238,0,2,0
카라멜 콘파나 그라니따 (382mL당),383,0,5,0
모카 콘파나 그라니따 (411mL당),511,0,5,0
아이스티(복숭아/라즈베리) (445mL당),250,0,4,0
그린티 라떼 (240mL당),197,0,6,0
아이스 그린티 라떼 (360mL당),267,0,6,0
콜드브루 밀크티 (360mL당),110,0,2,0
청순밀크티 보틀 (295mL당),152,0,4,0
루이보스 크림티(HOT) (293mL당),358,0,7,0
루이보스 크림티(ICED) (373mL당),313,0,4,0
캐모마일 프루티(HOT) (293mL당),144,0,0,0
캐모마일 프루티(ICED) (373mL당),116,0,0,0
히비스커스 뱅쇼 (278mL당),163,0,0,0
영그레이(얼그레이) (300mL당),51,0,2,0
퍼스트 브레이크(잉글리시 브렉퍼스트) (300mL당),51,0,2,0
커즈마인(시트러스 캐모마일) (300mL당),48,0,2,0
오렌지 보스(루이보스 오렌지) (300mL당),48,0,2,0
민트크루(민트 멜랑주) (300mL당),48,0,2,0
프루티 하동(머스캣 그린티) (300mL당),49,0,3,0
키위 주스 (435mL당),259,0,2,0
토마토 주스 (395mL당),146,0,2,0
오렌지 주스 (370mL당),160,0,1,0
루비자몽 주스 (395mL당),153,0,0,0
루비자몽 핫주스 (295mL당),176,0,44,0
오렌지 핫주스 (280mL당),152,0,1,0
레몬 스파클링 (480mL당),202,0,0,0
자몽 스파클링 (485mL당),196,0,0,0
베리 스파클링 (465mL당),135,0,0,0
청포도 스파클링 (470mL당),216,0,0,0
핫 초콜릿 (275mL당),341,0,9,0
아이스 초콜릿 (380mL당),302,0,8,0
불고기 크림 리소토 (265g당),410,0,17,0
클래식 햄 로제 리소토 (300g당),510,0,16,0
치킨듬뿍 보틀샐러드 (235g당),280,0,14,0
동글동글 보틀 샐러드 (220g당),280,0,9,0
버라이어티 치즈 포카챠 (150g당),320,0,12,0
화이트 트러플 오일 크로크무슈 (120g당),235,0,9,0
스크램블 햄 에그 (130g당),380,0,13,0
스크램블 베이컨 에그 (120g당),320,0,11,0
파니니 이탈리안 치킨 (155g당),390,0,18,0
파니니 햄&머쉬룸 (175g당),560,0,16,0
파니니 클래식 (160g당),410,0,22,0
파니니 불고기 (180g당),390,0,23,0
파니니 풀드포크 (170g당),340,0,21,0
이탈리안 포카챠 (170g당),390,0,18,0
햄치즈 피아디나 (165g당),396,0,20,0
양송이 스프 (170g당),245,0,3,0
클램 차우더 스프 (170g당),285,0,4,0
햄&코울슬로 샌드위치 (220g당),465,0,14,0
BLT 샌드위치 (210g당),385,0,15,0
쉬림프 도리아 (275g당),455,0,17,0
햄치즈 크라상 샌드위치 (110g당),380,0,12,0
치킨 살사 랩 샌드위치 (255g당),430,0,19,0
햄치즈 BOX (250g당),450,0,15,0
BLT BOX (260g당),440,0,14,0
플레인 스콘 (95g당),360,0,8,0
이탈리안 팡도르 (182g당),380,0,6,0
정통 크라상 (52g당),270,0,4,0
애플파이 (100g당),325,0,3,0
미니 푀이테 (60g당),195,0,7,0
옥수수 스콘 (90g당),310,0,6,0
크랜베리 스콘 (90g당),340,0,5,0
블루베리 머핀 (115g당),410,0,7,0
블랙쿠키 머핀 (125g당),540,0,9,0
더블 치즈 브레드 (65g당),210,0,8,0
에그 타르트 (50g당),135,0,2,0
티라미수 타르트 (45g당),195,0,3,0
콰트로 치즈 타르트 (45g당),150,0,2,0
허니브레드+생크림 (60g당),200,0,3,0
허니브레드+젤라또 (60g당),179,0,3,0
애플 시나몬 허니 브레드 (95g당),282,0,0,0
몽블랑 데니쉬 (100g당),369,0,6,0
퀸아망 (52g당),270,0,4,0
마카다미아 데니쉬 (85g당),335,0,5,0
레몬얼그레이 우드파운드 (96g당),370,0,6,0
피칸시나몬 우드파운드 (76g당),295,0,5,0
레몬마들렌 (33g당),120,0,2,0
브라우니 피칸&초코 (75g당),310,0,5,0
파스쿠찌 슈케트 (32g당),90,0,2,0
딸기 마카롱 (17g당),60,0,1,0
바닐라 마카롱 (17g당),70,0,1,0
초코 마카롱 (17g당),60,0,1,0
블루베리 마카롱 (17g당),60,0,1,0
크런치 아몬드 초콜릿 브라운 (31g당),170,0,3,0
크런치 아몬드 초콜릿 다크 (31g당),180,0,3,0
콰트로 치즈 파운드 (74g당),300,0,18,0
마들렌 (16g당),70,0,1,0
프랑보아즈 피낭시에 (25g당),100,0,2,0
피낭시에 (25g당),100,0,2,0
미니 바움쿠헨 (35g당),130,0,2,0
쉘카라멜 (22g당),90,0,2,0
카라멜 & 치즈 팝콘 (60g당),305,0,3,0
카라멜 팝콘 (80g당),375,0,2,0
초코피칸 쿠키 (52g당),240,0,3,0
더블퍼지 쿠키 (46g당),205,0,3,0
얼그레이 쿠키 (42g당),170,0,3,0
뛰일 아몬드 (33g당),140,0,4,0
아마레나 체리 젤라또 (100g당),183,0,3,0
요거트 젤라또 (100g당),146,0,2,0
딸기 젤라또 (100g당),110,0,0,0
초콜릿 젤라또 (100g당),165,0,3,0
피오르 디 라떼 젤라또 (100g당),145,0,3,0
와이키키 R(석쇠) (148g당),388,0,21,0
와이키키 R(치즈링) (173g당),448,0,26,0
와이키키 R(리코타링) (168g당),451,0,24,0
와이키키 R(골드스윗) (185g당),492,0,25,0
와이키키 L(석쇠) (105g당),276,0,15,0
와이키키 L(치즈링) (120g당),312,0,18,0
와이키키 L(리코타링) (118g당),316,0,17,0
와이키키 L(골드스윗) (129g당),346,0,18,0
리치고구마치킨 R(석쇠) (153g당),378,0,21,0
리치고구마치킨 R(치즈링) (178g당),438,0,26,0
리치고구마치킨 R(리코타링) (173g당),441,0,24,0
리치고구마치킨 R(골드스윗) (189g당),482,0,25,0
리치고구마치킨 L(석쇠) (105g당),260,0,14,0
리치고구마치킨 L(치즈링) (120g당),296,0,17,0
리치고구마치킨 L(리코타링) (118g당),300,0,16,0
리치고구마치킨 L(골드스윗) (129g당),330,0,17,0
칠리불갈비 R(석쇠) (138g당),381,0,21,0
칠리불갈비 R(치즈링) (163g당),441,0,26,0
칠리불갈비 R(리코타링) (158g당),444,0,24,0
칠리불갈비 R(골드스윗) (174g당),485,0,25,0
칠리불갈비 L(석쇠) (174g당),481,0,26,0
칠리불갈비 L(치즈링) (102g당),276,0,16,0
칠리불갈비 L(리코타링) (100g당),280,0,15,0
칠리불갈비 L(골드스윗) (111g당),310,0,16,0
언더더시 R(석쇠) (154g당),372,0,23,0
언더더시 R(치즈링) (179g당),432,0,28,0
언더더시 R(리코타링) (174g당),435,0,26,0
언더더시 R(골드스윗) (190g당),476,0,27,0
언더더시 L(석쇠) (108g당),261,0,16,0
언더더시 L(치즈링) (123g당),297,0,19,0
언더더시 L(리코타링) (121g당),301,0,18,0
언더더시 L(골드스윗) (132g당),331,0,19,0
해쉬베이컨 R(석쇠) (155g당),361,0,20,0
해쉬베이컨 R(치즈링) (180g당),421,0,25,0
해쉬베이컨 R(리코타링) (175g당),424,0,23,0
해쉬베이컨 R(골드스윗) (191g당),465,0,24,0
해쉬베이컨 L(석쇠) (116g당),270,0,15,0
해쉬베이컨 L(치즈링) (131g당),306,0,18,0
해쉬베이컨 L(리코타링) (129g당),310,0,17,0
해쉬베이컨 L(골드스윗) (140g당),340,0,18,0
고구마 R(석쇠) (165g당),425,0,20,0
고구마 R(치즈링) (190g당),485,0,25,0
고구마 R(리코타링) (185g당),488,0,23,0
고구마 R(골드스윗) (100g당),262,0,12,0
고구마 L(석쇠) (107g당),275,0,13,0
고구마 L(치즈링) (122g당),311,0,16,0
고구마 L(리코타링) (120g당),315,0,15,0
고구마 L(골드스윗) (131g당),345,0,16,0
더블치즈 R(석쇠) (123g당),342,0,22,0
더블치즈 R(치즈링) (148g당),402,0,27,0
더블치즈 R(리코타링) (143g당),405,0,25,0
더블치즈 R(골드스윗) (159g당),446,0,26,0
더블치즈 L(석쇠) (184g당),512,0,33,0
더블치즈 L(치즈링) (107g당),292,0,20,0
더블치즈 L(리코타링) (105g당),296,0,19,0
더블치즈 L(골드스윗) (116g당),326,0,20,0
더블치즈 G(석쇠) (126g당),351,0,23,0
더블치즈 G(치즈링) (148g당),404,0,28,0
더블치즈 G(리코타링) (144g당),408,0,25,0
더블치즈 G(골드스윗) (160g당),449,0,27,0
흥부 포테이토 R(석쇠) (164g당),449,0,22,0
흥부 포테이토 R(치즈링) (189g당),509,0,27,0
흥부 포테이토 R(리코타링) (184g당),512,0,25,0
흥부 포테이토 R(골드스윗) (100g당),275,0,13,0
흥부 포테이토 L(석쇠) (107g당),293,0,15,0
흥부 포테이토 L(치즈링) (122g당),329,0,18,0
흥부 포테이토 L(리코타링) (120g당),333,0,17,0
흥부 포테이토 L(골드스윗) (131g당),363,0,18,0
흥부 포테이토 G(석쇠) (137g당),375,0,19,0
흥부 포테이토 G(치즈링) (159g당),428,0,24,0
흥부 포테이토 G(리코타링) (155g당),432,0,21,0
흥부 포테이토 G(골드스윗) (171g당),473,0,23,0
불고기 R(석쇠) (123g당),342,0,18,0
불고기 R(치즈링) (148g당),402,0,23,0
불고기 R(리코타링) (143g당),405,0,21,0
불고기 R(골드스윗) (159g당),446,0,22,0
불고기 L(석쇠) (166g당),461,0,25,0
불고기 L(치즈링) (196g당),533,0,32,0
불고기 L(리코타링) (191g당),540,0,28,0
불고기 L(골드스윗) (107g당),301,0,15,0
불고기 G(석쇠) (131g당),364,0,19,0
불고기 G(치즈링) (153g당),417,0,24,0
불고기 G(리코타링) (149g당),421,0,21,0
불고기 G(골드스윗) (165g당),462,0,23,0
슈퍼콤비네이션 R(석쇠) (128g당),373,0,21,0
슈퍼콤비네이션 R(치즈링) (153g당),433,0,26,0
슈퍼콤비네이션 R(리코타링) (148g당),436,0,24,0
슈퍼콤비네이션 R(골드스윗) (164g당),477,0,25,0
슈퍼콤비네이션 L(석쇠) (172g당),501,0,28,0
슈퍼콤비네이션 L(치즈링) (101g당),287,0,17,0
슈퍼콤비네이션 L(리코타링) (197g당),580,0,31,0
슈퍼콤비네이션 L(골드스윗) (110g당),321,0,17,0
슈퍼콤비네이션 G(석쇠) (129g당),376,0,21,0
슈퍼콤비네이션 G(치즈링) (151g당),429,0,26,0
슈퍼콤비네이션 G(리코타링) (147g당),433,0,23,0
슈퍼콤비네이션 G(골드스윗) (162g당),474,0,25,0
페페로니 R(석쇠) (114g당),333,0,18,0
페페로니 R(치즈링) (139g당),393,0,23,0
페페로니 R(리코타링) (134g당),396,0,21,0
페페로니 R(골드스윗) (150g당),437,0,22,0
페페로니 L(석쇠) (174g당),508,0,28,0
페페로니 L(치즈링) (102g당),290,0,17,0
페페로니 L(리코타링) (100g당),294,0,16,0
페페로니 L(골드스윗) (111g당),324,0,17,0
페페로니 G(석쇠) (117g당),342,0,19,0
페페로니 G(치즈링) (139g당),395,0,24,0
페페로니 G(리코타링) (135g당),399,0,21,0
페페로니 G(골드스윗) (151g당),440,0,23,0
칠리새우 R(석쇠) (152g당),412,0,20,0
칠리새우 R(치즈링) (177g당),472,0,25,0
칠리새우 R(리코타링) (172g당),475,0,23,0
칠리새우 R(골드스윗) (188g당),516,0,24,0
칠리새우 L(석쇠) (112g당),304,0,15,0
칠리새우 L(치즈링) (127g당),340,0,18,0
칠리새우 L(리코타링) (125g당),344,0,17,0
칠리새우 L(골드스윗) (136g당),374,0,18,0
반&반 R(석쇠) (168g당),417,0,25,0
반&반 R(치즈링) (193g당),477,0,30,0
반&반 R(리코타링) (188g당),480,0,28,0
반&반 R(골드스윗) (102g당),259,0,14,0
반&반 L(석쇠) (101g당),250,0,15,0
반&반 L(치즈링) (116g당),286,0,18,0
반&반 L(리코타링) (114g당),290,0,17,0
반&반 L(골드스윗) (125g당),320,0,18,0
놀부단호박 R(석쇠) (174g당),436,0,23,0
놀부단호박 R(치즈링) (199g당),496,0,28,0
놀부단호박 R(리코타링) (194g당),499,0,26,0
놀부단호박 R(골드스윗) (105g당),269,0,13,0
놀부단호박 L(석쇠) (120g당),300,0,16,0
놀부단호박 L(치즈링) (135g당),336,0,19,0
놀부단호박 L(리코타링) (133g당),340,0,18,0
놀부단호박 L(골드스윗) (144g당),370,0,19,0
7번가스페셜 R(석쇠) (191g당),499,0,26,0
7번가스페셜 R(치즈링) (108g당),278,0,16,0
7번가스페셜 R(리코타링) (105g당),280,0,14,0
7번가스페셜 R(골드스윗) (113g당),299,0,15,0
7번가스페셜 L(석쇠) (127g당),332,0,17,0
7번가스페셜 L(치즈링) (142g당),368,0,20,0
7번가스페셜 L(리코타링) (140g당),372,0,19,0
7번가스페셜 L(골드스윗) (151g당),402,0,20,0
홍대피자 R(석쇠) (166g당),420,0,23,0
홍대피자 R(치즈링) (191g당),480,0,28,0
홍대피자 R(리코타링) (186g당),483,0,26,0
홍대피자 R(골드스윗) (101g당),261,0,14,0
홍대피자 L(석쇠) (106g당),268,0,15,0
홍대피자 L(치즈링) (121g당),304,0,18,0
홍대피자 L(리코타링) (119g당),308,0,17,0
